,index,walk_id,title,summary,lat,lng
3753,3753,330,Playground and BBQ,This a great place to rest after doing the 3km loop. Why not bring the kids and let them play on the great playground while you cook up a storm on the BBQs!,-37.69464151,145.04636285
3754,3754,330,Beautiful resting spot,"There are many spots to rest along the way, this might just be the most picturesque. ",-37.69071694,145.05478869
3755,3755,330,Signage is plentiful,"If you are feeling a bit disorientated, do not worry there are lots of signs letting you know where you are",-37.69458746,145.05184387
3756,3756,330,Skate Ramp,"If you dare, this skate ramp is right next to the large playing field",-37.69466293,145.0470912
3757,3757,330,Norris Park Tennis Club,The tennis club has 6 courts plus facilities,-37.69457466,145.04939093
3758,3758,330,Public toilets,The public toilets are right next to the playground and walking track ,-37.69532865,145.04590688
3759,3759,330,McLeans Bridge,There is no need to stop for vehicles as you go under McLeans Bridge,-37.69418328,145.05344438
3760,3760,331,Duck Point,Beautiful views out over the lake,-37.82680244,145.16093194
3761,3761,331,Lake Views,View up the lake from the bridge,-37.82515561,145.16464577
3762,3762,331,Blackburn Lake Wetland,Wetland at the top of the lake helps to filter stormwater as it enters the lake from the stormwater system.,-37.82473303,145.16407624
3763,3763,332,Rio Vista,"Walk across the lawn to see the majestic Rio Vista, spanish for River View. It was completed in 1892 and was the work of architects E.C Sharland and D.T Edmunds and was commissioned by W.B Chaffey.",-34.17785724,142.15917115
3764,3764,332,Rio Vista,"A tour of Rio Vista is highly recommended,  there is much to see and appreciate. Stained and hand painted glass, a stunning staircase and intricate wood paneling are just some of the highlights.",-34.17785729,142.15910675
3765,3765,332,Gardener’s cottage,The gardener’s cottage to the rear of Rio Vista is also a delightful building and well worth a look,-34.17786164,142.15910135
3766,3766,332,Chaffey Avenue,"This avenue was originally called Palm Avenue because of the number of palms planted in the area. However, residents were keen to have a street named in honour of the Chaffey family.",-34.17787034,142.15915481
3767,3767,332,The Bungalow.,"Opposite Rio Vista is a striking home, known as the Bungalow. A Queen Anne style home, it is in keeping with its revered neighbor. The original owner
of the Bungalow was Lancelot Conway-Gordon.",-34.17787474,142.15914931
3768,3768,332,25 Chaffey Avenue,"Continuing along Chaffey Avenue, the walk passes a number of old homes. Number 25, although much altered, dates back to 1892.",-34.17864522,142.15813599
3769,3769,332,27 Chaffey Avenue,"27, built in 1891 was the home of riverboat captain William Miers, who took up permanent residence here upon his retirement in 1901.It was designed by Rio Vista architect, D.T Edmunds.",-34.17876828,142.15798436
3770,3770,332,37 Chaffey Avenue,"37 was for a short time, the home of Samuel Risbey, the owner of the sawmills. The house was built in1913 and retains much of its original Edwardian charm.",-34.17940739,142.15719069
3771,3771,332,38 Chaffey Avenue,"38 was the home of Alice Lapthorne, daughter of Henry Lapthorne, editor of the Cultivator newspaper from 1896 to 1920. ",-34.17953351,142.15748291
3772,3772,332,64 Olive Avenue ,"Olive Avenue has a number of lovely old homes that have been restored, with respect shown to their original design.  Number 64 is a wonderful example of an ironclad cottage, built in 1910.",-34.18238956,142.15768397
3773,3773,332,78 Olive Avenue ,"78, a brick building dates back to 1891 and was the home of James Cruikshank, it has a number of notable features.",-34.18281361,142.1571773
3774,3774,332,The Langtree Hall Museum ,"A short walk up Walnut Ave is the The Langtree Hall Museum (number 79). Mildura’s first public hall built in 1889, the large collection of memorabilia was  relocated to this site In 1991.",-34.18219889,142.15593881
3775,3775,332,41-43 Chaffey Ave,"On the corner of Eighth Street and Chaffey sits the one time home of W.J Bowring, owner of the Bowring Store, once prominent in Mildura. The building was completed in 1911 and an interesting home.",-34.17989497,142.15663307
3776,3776,333,Cunningham Pier,Cunningham Pier with lifesaving bollards,-38.14315735,144.36209742
3777,3777,333,Buoys imbedded in Steampacket Gardens,Buoys imbedded in Steampacket Gardens,-38.14410852,144.36413464
3778,3778,333,Marina,Fishermen’s Pier Restaurant overlooks the bay and many sailing vessels in the marina. ,-38.14512372,144.36530598
3779,3779,333,Bollard at the corner of Ritchie Blvd,Bollard at the corner of Ritchie Blvd,-38.14619397,144.36679024
3780,3780,333,Lifesaving bollards,Lifesaving bollards,-38.14629156,144.36793114
3781,3781,333,Bathing beauty bollards,Bathing beauty bollards,-38.14665559,144.36916779
3782,3782,333,Stately houses along Eastern Beach,Stately houses along Eastern Beach in front of a beach shelter,-38.14675872,144.36965457
3783,3783,333,View to Eastern Beach from Swimming Enclosure,View to Eastern Beach from Swimming Enclosure,-38.14563638,144.3736728
3784,3784,333,Eastern Beach Swimming Enclosure and Promenade,Eastern Beach Swimming Enclosure and Promenade,-38.14649558,144.3746601
3785,3785,333,Children's pool with fountain,Children's pool with fountain,-38.14700304,144.37385656
3786,3786,334,Batman Park,"Once a riverside wetlands, then a freight rail yard, Batman Park was built in 1982 and consists of paths, lawns, gum tress and some BBQs. ",-37.82132072,144.95759516
3787,3787,334,Spencer St footbridge,This glass and steel footbridge is set back from the Spencer Street Bridge and  provides a pleasant way to cross the Yarra. ,-37.82361511,144.95594935
3788,3788,334,The boardwalk,The well maintained boardwalk makes a perfect walking route. ,-37.82382331,144.95521221
3789,3789,334,Polly Woodside,"The now restored cargo vessel, launched in 1885, is managed by the National Trust and is a museum and a popular attraction .",-37.8240727,144.95340119
3790,3790,334,Seafarers Bridge,One of a few footbridges crossing the Yarra. It is named in homage to the ‘Mission to Seafarers’ located nearby and represents Melbourne’s maritime history.,-37.82417929,144.95219947
3791,3791,334,Russell Anderson’s artwork ,"This fascinating work is  called 'Apparatus for Transtemporal Occurrence of Impending Space'. Cast in bronze, brass, steel and copper it celebrates the aesthetic of early science fiction. ",-37.82336798,144.95322966
3792,3792,334,Three bollards,Continue on to the start is another 0.7 km (10mins) or return the same way for a slightly longer walk 1.0km (16 mins).,-37.82320487,144.95381016
3793,3793,335,Altona Pier,Altona Pier,-37.87054498,144.83020388
3794,3794,335,R J Logan Reserve,R J Logan Reserve picnic area,-37.86980244,144.83022825
3795,3795,335,View along Altona Beach to the Altona pier,View along Altona Beach to the Altona pier,-37.87063738,144.83131989
3796,3796,335,View to Port Phillip Bay,View to Port Phillip Bay,-37.87075816,144.83270231
3797,3797,335,Norfolk Island Pines along Altona Beach,Norfolk Island Pines along Altona Beach,-37.8709615,144.83357384
3798,3798,335,Children's playground,Children's playground at Cresser Reserve,-37.86835947,144.84441776
3799,3799,335,Looking back along Altona Beach,Looking back along Altona Beach,-37.86807724,144.84530246
3800,3800,335,Pier at Altona Yacht Club,Pier at Altona Yacht Club,-37.86668368,144.84679628
3801,3801,335,Altona Angling Club,Altona Angling Club,-37.86604723,144.84712116
3802,3802,335,Altona Boat Ramp,Altona Boat Ramp,-37.86546212,144.84787166
3803,3803,335,Picnic table,Picnic table,-37.86541003,144.8481515
3804,3804,335,Bridge over canal,Bridge over canal,-37.86520262,144.84845431
3805,3805,335,View of Altona Beach from Altona Coastal Park end,View of Altona Beach from Altona Coastal Park end,-37.86311462,144.85478258
3806,3806,335,Ruins of Williamstown Racecourse,Ruins of Williamstown Racecourse,-37.85891842,144.85724809
3807,3807,335,Requiem for a Champion sculpture,"Requiem for a Champion sculpture
Exit point for path along Kororoit Creek to Jawbone Flora and Fauna Reserve in Williamstown",-37.85654147,144.85363126
3808,3808,335,Rounded Noon Flower,Rounded Noon Flower is a succulent spreading plant which can form dense carpets of stunning colour. It is native to the Altona area.,-37.8575563,144.85182797
3809,3809,336,The Grange Community Centre,"Offering Occasional Care, 3+ Activity Group, Before & After School Care, School Holiday Program, Playgroup, Autism Support Group, First Aid Course,  Morning Melodies, Walking Group, Cafe and lots more",-37.86138497,144.67660459
3810,3810,336,Grange Reserve Playground,"Features 2 huge stainless steel slides, basketball half-court, BBQ, seating and shelter, and sports ovals.",-37.86064018,144.6752344
3811,3811,336,Deloraine Drive garden,Quite a spectacular garden complete with fountain and colourful flowers.,-37.86012267,144.67411619
3812,3812,336,More fabulous front yards,Just some of the fabulous front yards that you'll see along the way.,-37.85639249,144.67429182
3813,3813,336,Colourful plants,"Simply stunning, especially in spring when they're in full bloom.",-37.8539317,144.6738636
3814,3814,336,Bethany Road Playground,"A charming playground with BBQ, seats, shelter, and basketball half-court.",-37.85309372,144.67208862
3815,3815,336,Snowgum Court Park,"Snowgum Court Park will be getting a much needed makeover soon. Council plans to install a baskbetball half court, BBQ and seating. We look forward to seeing these developments soon!",-37.85863371,144.68258432
3816,3816,337,Arcade of trees,Start your walk through an arcade of shady trees. ,-34.182394,142.15979487
3817,3817,337,Shady entrance to Railway Crossing,A lovely entrance as you enter the Ol' railway yards and to the crossing.     ,-34.17923915,142.15946023
3818,3818,337,Local Bowling Club,The old local Bowling Club surround by well maintained greens that overlooks the Murray River. ,-34.178293,142.16059779
3819,3819,337,Chaffey Bros Homestead,"This historical homestead is magnificent, surrounded by open green spaces, adorned with local artworks. The Arts Museum & Arts Center Theatre  is right next door. Stop for a rest to view this sight.",-34.17746776,142.15965205
3820,3820,337,To view more greenery and old homes restored,Chaffey Avenue has some lovely old homes restored and surrounded by beautiful gardens and trees. It will be a pleasure to walk back.,-34.18189528,142.15551876
3821,3821,337,Bike Hub,This bike hub is a great place to start the walk. ,-34.18430719,142.15747945
3822,3822,338,"Majorca Town Hall, Talbot Road","Majorca’s hub for community events. Built in 1876, this bluestone & render structure was ravaged by fire in 1985 however the shell was salvaged and renovations have brought the building back to life.",-37.11376588,143.79700536
3823,3823,338,"Majorca Cenotaph, Talbot Road","A poignant symbol of lives lost in WWI & II, consider the impact on the village. This memorial was regilded in 2013 with community donations & support from Peter Stewart at FJC Memorials, Maryborough.",-37.11278568,143.79822114
3824,3824,338,Majorca Public garden & lake,"A decorative lake with crafted bluestone spillway and drain. Once a romantic promenade with beautiful gardens, a few specimen trees remain on the east side and huge sugar gums reach to the sky. ",-37.11274348,143.79906132
3825,3825,338,"Majorca school residence, Williams St","This privately owned cottage was once the residence for Primary School Headmasters. After many years abandoned, the current owners have restored its charm. ",-37.11386387,143.80128798
3826,3826,338,Majorca Primary School site,"The site of historic Majorca Primary School (No. 764), built in 1868. This grand school was damaged in the 1985 fire but, allegedly demolished and removed before restoration assessment was made. ",-37.11452711,143.80115803
3827,3827,338,"Majorca Post Office, Galloways Road","Built in 1871, this old Post and Telegraph Office was once the key communication point in the township. With its original front counter and post boxes, it is now a private residence. ",-37.11456342,143.79844857
3828,3828,338,Site of the Majorca Court House,Little is known about the Majorca Court House. It was demolished early in the 1900’s but the site indentation and some of the huge bluestone footings can still be seen on the vacant land. ,-37.11449517,143.79786112
3829,3829,338,Former Methodist Church,"Now a private home, this imposing Gothic styled Church overlooks the once-bustling township. ",-37.11536954,143.79729523
3830,3830,338,Majorca bushland,"Enjoy the natural bush track with local flora and fauna. To the west is the old reservoir, providing water to the township back in the 1800s. The pine trees form a perimeter. ",-37.11741711,143.79838682
3831,3831,338,Church of England site,The St James Church of England was destroyed in the 1985 bushfires and only loose bricks remain as a sad reminder of the past. ,-37.11710359,143.79486121
3832,3832,338,Standpipe and memorial trough,The original 1860 cast iron and bluestone standpipe remains from days where water would be collected for residential and commercial use. The memorial troughs are throughout regional Victoria. ,-37.11601148,143.79616866
3833,3833,338,Old Haberdashery and Newsagency ,"This crumbling redbrick building was once a hive of activity for dressmakers, then as a newsagency. Derelict for many years now, the building has sadly been allowed to deteriorate beyond repair. ",-37.11523049,143.7964768
3834,3834,338,Harp of Erin Hotel remains ,"The bustling Harp Of Erin Hotel remained in business from the late 1800’s until the early 1900’s, finally falling into disrepair. There are only a few bluestones remaining now. ",-37.11491248,143.79659305
3835,3835,338,Former London Chartered Bank ,"Built in 1865, this grand building with block-work render and arched windows and doors is classified by the National Trust. Of note are the arched boot scrapers beside the doorway. ",-37.11459099,143.79670814
3836,3836,338,“Witch” advertising sign,"This painted sign on the wall represents a common form of advertising before the billboard era. Now known as Ghost Signs, these faded reminders of old advertisements will one day be lost forever. ",-37.1144887,143.79674466
3837,3837,338,Old Majorca Store,"With its intriguing façade, this building once housed a general store then fabric supplies. Now a private residence, the building is showing signs of its age.",-37.11438839,143.79678048
3838,3838,339,Long view of the waterway at the start of the walk,Gives you a lovely view of approaching waterways.,-34.21115174,142.1253709
3839,3839,339,Wildlife on the waterways, A number of ducks and a pelican can be seen taking advantage of the waterways. ,-34.21079153,142.12501848
3840,3840,339,family fun BBQ area & drinking tap,Time to stop and relax with the family and have a barbie,-34.21054732,142.12473756
3841,3841,339,Children\'s Playground,Kids can play in the playgroung while parents cook a BBQ,-34.21042751,142.12457127
3842,3842,339,Crossing Waterway Bridge,Approaching the bridge that oversees the waterways and wildlife.,-34.21000757,142.1246093
3843,3843,339,View of waterways from Bridge,Looking over the waterways from the Bridge,-34.20993525,142.1247121
3844,3844,339,Over the Bridge View,Over the bridge and havea closer look at the wildlife,-34.20980361,142.12492082
3845,3845,340,Lucknow - Eastwood IGA Supermarket,Lucknow - Eastwood IGA Supermarket is a place to park safely and start the walk,-37.81157589,147.6307322
3846,3846,340,Enter the walk here,You can enter the walk after crossing Howitt Avenue. This is where the busses turn for the Lucknow Primary School,-37.81199991,147.6321765
3847,3847,340,Hacks Track,This is known as Hacks Track,-37.81256273,147.63222282
3848,3848,340,The Display Sign,Look out for this display sign as it points out where the track changes direction,-37.81306004,147.63219861
3849,3849,340,A couple of tall gums,There are magnificent gums all through the parkland,-37.8132698,147.63211541
3850,3850,340,Wonderful parklands to run a dog,You can let the dog run around here,-37.81439607,147.63180642
3851,3851,340,Watch out for the Eastern Rosellas nesting in trees.,Wonderful parrots and other birdlife all through the area,-37.81268966,147.63222388
3852,3852,340,Very steep incline path to the river.. ,"I hope your wheels can be braked, this is very steep here.. Well made and bitumen but very steep, needs a brake on the wheelchair.",-37.81780684,147.63076278
3853,3853,340,A rotunda for picnic,A small wetland but quite pretty,-37.81549398,147.63251365
3854,3854,340,A crossing well made at this point,a well made road crossing here,-37.81638769,147.63143908
3855,3855,340,Along the river side,The Mitchell River Backwater walk section,-37.81829976,147.63106334
3856,3856,340,The well formed tracks along the river,The walking track is in good condition all year round,-37.81830599,147.63133697
3857,3857,340,More along the track,The river walk,-37.81823192,147.63431141
3858,3858,340,The wetlands area,The wetlands,-37.81808053,147.64060795
3859,3859,340,The fishing pod,There are a few fishing platforms on the river,-37.81817585,147.63552302
3860,3860,340,Wetlands view,Very pretty views,-37.81877639,147.64485135
3861,3861,340,Wildlife everywhere,There is wildlife everywhere,-37.81789917,147.6467361
3862,3862,340,Steep incline down to the wetlands and river walk,Watch out the steep track as it is very difficult without an assistant pushing or good brakes.,-37.81650561,147.64681118
3863,3863,341,Beautiful Bushland,"There are four major vegetation communities within Yellow Gum Park. They include grassy woodland, escarpment woodland, box ironbark woodland and riparian woodland.",-37.67113727,145.08700009
3864,3864,341,Walker,"When walking allow yourself to be immersed in birdsong, the sound of the flowing river and the beautiful flora.",-37.66949505,145.08537451
3865,3865,341,A reminder of the lakes history,This area used to be a mineral quarry.  It closed in the early 1970s as a result of ground water seeping into the quarry hole. The ground water seepage has produced the lake we see today.,-37.66984553,145.0861615
3866,3866,341,The lake,"The blue lake is named for its turquoise blue colour at certain times of the year and is home to birds including Eurasian coots, Purple Swamphens and Australasian Grebes.",-37.66976524,145.08628679
3867,3867,341,Australasian Grebe,They form small flocks during the non-breeding season and dive underwater when alarmed.,-37.66947608,145.08577547
3868,3868,341,Rainbow Lorikeet,"Not so hard to spot with their wonderfully coloured feathers, Rainbow Lorikeets feed mainly on nectar.  Both male and female Lorikeets feed their young.",-37.66884573,145.08613165
3869,3869,341,Laughing Kookaburra,Kookaburras hunt by perching on branches and swooping onto their prey below.  This one has caught a small snack for lunch.  Larger prey like snakes are bashed against branches before being eaten.,-37.66857297,145.086628
3870,3870,341,Look high and low ,This areas environmental values are of national and state significance.  All native flora in the area must not be picked.,-37.66884959,145.0882965
3871,3871,341,Sulpher crested Cockatoo,"You'll probably hear one before you see one.  Their loud, harsh calls can be heard from quite a distance.  They breed in hollows in old growth trees.",-37.6690131,145.09005186
3872,3872,342,White Cedar,Look for these deciduous trees on the left of the path as you pass the Children's Garden.,-37.83009964,144.976253
3873,3873,342,Jacaranda,Stop in at the mighty Jacaranda tree on the left. What stage of its annual life cycle is it up to? Don't forget to record what you see on the ClimateWatch app or recording sheet.,-37.82974893,144.9788392
3874,3874,342,Firewheel Tree,This beautiful native tree on your left has striking red flowers. Are they out today?,-37.83045462,144.97903403
3875,3875,342,Illawarra Flame Tree,"An iconic Australian tree which flowers in spring. Scientists think that these trees and others might flower earlier due to climate change, so please record what you see.",-37.83111902,144.98019514
3876,3876,342,English Oak,"This tree can be quite tricky to find, but if you spot it, record what stage of its annual cycle it is at. Leaves falling? Flowers opening? Submit your sightings on the ClimateWatch app",-37.83019635,144.98313904
3877,3877,342,Silky Oak,This giant tree is just past the cafe. Silky Oaks aren't related to other oak trees at all but are actually a species of Grevilla and are very popular with birds!,-37.82950995,144.98221368
3878,3878,342,Lake,"As you walk around the lake, look for birds. Dusky moorhens, black swans, willie wagtails, and many other ClimateWatch species love this beautiful spot.",-37.82989383,144.98045945
3879,3879,342,Silver Banksia and Victorian Christmas Bush,"As the tip of Long Island you will find both of these native plants. Check to see if they are flowering, and be sure to smell the minty leaves of the VIC Christmas Bush",-37.8282048,144.98006271
3880,3880,342,Marri,"The last stop on the ClimateWatch trail is the Western Australian Marri eucalypt. Check to see if it is flowering, or whether it is sporting has any gumnuts (known as honky nuts in the west).",-37.82612265,144.97758982
3881,3881,343,Native flowers and bushes,There are plenty of native trees and flowers planted just a few steps back from the beach.  There are a few grassy areas that are shady and away from the sand if you need refuge from the beach.,-37.88522757,144.980031
3882,3882,343,"Walk, skate or scoot","It's great that the paths for walkers and cyclists are separated for most of the trail. The pedestrian trail is smooth, well maintained and clearly marked.  Or you can simply walk along the beach!",-37.89323699,144.98597444
3883,3883,343,Beach as far as you can see,"Beach with a lovely view of the sea. Read a book, have a nap, bring a picnic, build a sandcastle, go for a swim... the possibilities are endless.",-37.88699999,144.98176488
3884,3884,343,Ships ahoy - playground,A fabulous wooden construction that looks like a ship!  Great for kids to clamber and explore.  Plenty of shade provided as well.,-37.89744756,144.98561111
3885,3885,343,Information boards,"Information boards are great for telling you more about the area - the birds, Indigenous culture, names of local plants etc. ",-37.89927212,144.98439245
3886,3886,343,Barraimal (Emu) Constellation,The Emu Constellation according to the Boon Wurrung people. More information available on nearby information boards.,-37.89930393,144.9843817
3887,3887,343,Black swans,We saw a pair of canoodling black swans! ,-37.90029113,144.98404808
3888,3888,343,Middle Brighton Baths,"The legendary Ice Berger swimmers swim here. They swim all year around, even in winter! There is also a gym, steam room, cafe and restaurant - all housed in a lovely historic art deco building.",-37.9102893,144.98549561
3889,3889,343,Royal Brighton Yacht Club and dog off lead area,"Great view of the yachts from here. This is also a dog off lead area, though off lead times do change depending on the time of year.",-37.90136672,144.98353119
3890,3890,343,Inspiration chairs,"Take a seat and be inspired, reflect and celebrate! A nice touch - each chair has a little plaque with a theme.  This one's The Togetherness Chair",-37.91223209,144.98498957
3891,3891,343,Brighton Beach Boxes,"The Brighton Beach Boxes are iconic. All painted in bright colours, they're popular with photographers and tourists.  Some of the boxes have wonderful artwork painted on them too.",-37.91786601,144.98665947
3892,3892,343,Mosaic,A few pieces of colourful mosaic can be found here.,-37.9268296,144.98721378
3893,3893,344,Drinks for 2 and 4 legged walkers!,There are plenty of drinking fountains throughout the walk.,-37.9057328,144.65152144
3894,3894,344,Good spot for a picnic lunch,"Table and chairs outside the old angling club, great spot to view the ducks and other water birds",-37.9060177,144.64961023
3895,3895,344,BBQ and Playground,Next to the footy ground is a great playground with BBQ facilities,-37.90378254,144.65369409
3896,3896,344,Heaven for dog walking,There is plenty to keep even the most inquisitive dog occupied along the way.,-37.90365073,144.65518618
3897,3897,344,Careful crossing the busy road,"Wait for green pedestrian lights before crossing, don't try to cross this road without the traffic lights.",-37.90443574,144.65545591
3898,3898,344,View from bridge,"Looking down onto the tranquil river below the busy bridge, makes you wish you were a platypus living in peace. ",-37.90337633,144.6545599
3899,3899,344,Wide open spaces,"Wyndham Park is the perfect spot to run around, kick the footy or simply get away from it all.",-37.90160873,144.65764578
3900,3900,344,Connecting point with other walking tracks,You have lots of choices where to walk from here.,-37.90097271,144.65902443
3901,3901,344,Very cool new orange pedestrian bridge,New orange pedestrian bridge,-37.90278163,144.65743125
3902,3902,344,Coffee time?,Why not have a break and take the stairs/paths up to one of the many cafes along Watton Street,-37.90236156,144.65829894
3903,3903,344,Better than any classroom,The local primary school visits the park to help the kids stay active and learn about their beautiful backyard. ,-37.90390002,144.65274327
3904,3904,344,Old public swimming Pool,Now it seems to be mainly used by the ducks,-37.90596534,144.65047949
3905,3905,344,What a view!,A sanctuary in the middle of Werribee,-37.90415796,144.65152077
3906,3906,345,Choose your own adventure,We picked the shortest route for this trip as we had a toddler in tow and the sun was getting warm by mid-morning.,-37.66703832,144.76606249
3907,3907,345,View from the top,The view of the surrounding valley is pretty spectacular from here.  The hill is steep so it's a great workout if you need to get your heart rate up.,-37.66632505,144.76608509
3908,3908,345,Extensive revegetation,"Since the park was declared in 1972, a great deal of work has been done to restore the indigenous vegetation to the area. (See Parknotes)",-37.66534091,144.76805789
3909,3909,345,Picnic table and seats,A lovely shady spot for lunch or a cuppa.,-37.66444614,144.7707325
3910,3910,345,The Organ Pipes,"More than a million years ago, lava from nearby volcanoes flowed into the area, cooled, hardened, then cracked, forming the columns that we see today. ",-37.66457093,144.77198895
3911,3911,345,Popular walk for families with younger children,"On our visit, we met at least 10 other children, which confirms that the walk is suitable for young ones too.",-37.6645305,144.77203577
3912,3912,345,Exploring Jacksons Creek,The shores of the creek is a good spot for young explorers.,-37.66440924,144.77209179
3913,3913,345,View upstream,The creek is cool and shady if you need a break from the heat of the sun.,-37.66438336,144.77208832
3914,3914,346,"Start walk at bridge, Bluff Road end, in clockwise direction",Notice the lake sign made from red gum.  Timber cutting for firewood was the reason St. Leonards was originally settled by Captain George Ward Cole.,-38.17742574,144.71562732
3915,3915,346,"Optional detour to Mount St Leonards, a short steep walk","From the top there are expansive views over the town, bay and surrounds. 

The hill was formed when the man-made lake was excavated.",-38.17728078,144.71475882
3916,3916,346,Continue along the shaded track & notice the birds ,"Frequently there is active bird life - swamp hens, coots, cormorants.  Can you hear frogs?  

Distance markers are painted on the track.",-38.17675964,144.71421962
3917,3917,346,Walk past the Sewerage Pump Station & take rest in the shade,"Around the bend behind the native trees, the Sewerage Pump takes the town waste to the Portarlington Sewerage facility. 

Now you leave the wooded area and walk towards the Recreation Reserve.",-38.17649981,144.71349169
3918,3918,346,Stroll through the 'Len Trewin Reserve',"Len secured a 99 year lease when he & others started the cricket club in the 1940's.  A handmade wrought iron sign over an entrance can be seen from the road. 

Public toilets located here.",-38.1762428,144.71108362
3919,3919,346,Pass Cole St Reserve Hall & Clubrooms,This is a cluster of community facilities for recreation and service activities.  The long anticipated Men's Shed will be here when renovations are carried out.,-38.17541662,144.71056769
3920,3920,346,Optional detour to see wetlands,"Cross Cole Street with care. Here you will find tennis, bocce and a children's playground.  This area is popular in summer. ",-38.17543057,144.71000202
3921,3921,346,Continue along the winding track,"This wetland seasonally floods & attracts wading birds such as the Royal Spoonbill, herons & egrets. 

Watch for bike riders.
",-38.17557696,144.70930725
3922,3922,346,Cross McBeth St to the Native Flora display board,"This board depicts the protected flora species in the Charles McCarthy Oval area.  This oval is used for sports training.

There is a bus shelter here but no seating.",-38.17587777,144.70607153
3923,3923,346,Retrace your steps to rejoin the Lake Track,"On the left, notice the Arboretum planted by St. Leonards Primary School in 1981, creating an area of native flora for the benefit of wildlife & the community. 

Pass the rear of the Bowling Club. ",-38.17555349,144.70787278
3924,3924,346,Continue along Lake track clockwise,"Join Murradoc Road, the main access road into St. Leonards.  Geese might greet you here.  The local rule is 'Give way to geese!'
  
The bus stop here has seating.",-38.17402499,144.71093144
3925,3925,346,Follow track along McLeod St,"This gives a viewing point to the oval across the lake. Common birds seen here are cormorants, water hens, coots and pelicans.",-38.17440913,144.71281997
3926,3926,346,"Notice the picnic facilities for rest, shade & shelter","There are 2 free electric BBQs in the shelter, tables, a playground & toilet facilities.  A convenient place to meet with family and friends.",-38.17535087,144.71373561
3927,3927,346,Close by find an activity area,"There is a skate park, basketball/netball rings & a sandpit area.  See the Murals on the Toilet Block, part of a community project in 2001.",-38.1764441,144.71476346
3928,3928,346,Finish lake circuit at the bridge,"To access the beach and foreshore, leaving the lake, cross Bluff Road with care.  Enjoy water views across Port Philip Bay and activity at the Boat Ramp.",-38.17690757,144.71527219
3929,3929,347,Elevation Graph for the Walk,It looks worse that it actually is.,-36.89108097,142.37569928
3930,3930,347,A Joke Sign,"The Grampians most inaccurate sign, I think. Iit’s actually about 1.4 km.",-36.89100375,142.37557054
3931,3931,347,Emu,"Dromaius novaehollandiae
",-36.88987967,142.3739934
3932,3932,347,Milkmaids,"Burchardia umbellata
",-36.8887427,142.37312973
3933,3933,347,Waxlip Orchid,Glossodia major,-36.88811629,142.37309217
3934,3934,347,Jacky Lizard,"Amphibolurus muricatus
",-36.8869793,142.37304389
3935,3935,347,Flat Rock and Mount Zero Car Park,"Where the walk starts. You can see the track up to Mount Stapylton.
",-36.88628422,142.37284005
3936,3936,347,Black Rock Skink,"Egernia saxatilis - lost a bit of its tail
",-36.88532312,142.37211317
3937,3937,347,Stumpy-tailed Lizard,Tiliqua rugosa,-36.88512574,142.37172157
3938,3938,347,Common Eutaxia,Part of the Grampians flora.,-36.88584228,142.37244576
3939,3939,347,Flowering Grass Tree,Xanthorrhoea,-36.88651377,142.373005
3940,3940,347,Quartz Veins in Sandstone,Very old rocks.,-36.88549045,142.3722969
3941,3941,347,Mount Zero Olives,Well known brand of olive oil.,-36.88436374,142.3711454
3942,3942,347,Top of Mt Zero,"You can just see the cairn and surveyors mark
",-36.88464304,142.37047568
3943,3943,347,Iskra Crag,"Looking Eastwards towards Stawell
",-36.88520298,142.36908093
3944,3944,347,Mount Zero 360° Panorama,"Starting from North
",-36.88532955,142.3687242
3945,3945,347,Mount Arapiles,"Looking Westwards
",-36.88539606,142.36873493
3946,3946,347,Black Range,"Looking South-Westwards
",-36.88543253,142.36874297
3947,3947,347,Horsham and Green Lake,"Looking North-Westwards
",-36.88538533,142.36879662
3948,3948,347,Topograph on Mount Zero,An old topograph reset in a newer cairn.,-36.88541322,142.36879125
3949,3949,347,Cairn on Top of Mount Zero,Contains the topograph.,-36.88537246,142.36885563
3950,3950,347,Mount Stapylton,"You can also Hollow Mountain in the foreground. It is difficult to see.
",-36.88539391,142.36884221
3951,3951,348,Wombat Creek reservoir,This reservoir is the water supply for Daylesford. The picnic area is on the former sawmill site. There are no toilets or drinking water,-37.39075447,144.17452812
3952,3952,348,Tramway formation,"The 4WD track visibly becomes a former tramway at about this point. The formation is dug into the steep hillside, which is unusual as such excavation was of course expensive",-37.38993614,144.1686058
3953,3953,348,Gully tracks,"The tramway followed a different path in some of the gullys to the modern track. At locations such as this, the former tramway can be seen clearly on both sides of the gully",-37.384003,144.16714668
3954,3954,348,Sweeping curves,Some of the gullys are impressive. The broad views give some idea of the scope of the enterprise (the name of one of the sawmills)  of the men who lived an worked in these forests,-37.38052474,144.16654587
3955,3955,348,end of the line,"The former tramway formation is clear enough, but a securely locked gate bars the way. ",-37.36933863,144.15787697
3956,3956,349,The Basin shopping centre,"The Basin’s first shops were established in the 1920s, and the Progress Hall was erected in 1926. 
The present Mountain Hwy   shops date from 1965
",-37.85550801,145.31543255
3957,3957,349,Wicks Reserve,Ferntree Gully Shire Council acquired 9 ha of land formerly owned by Edmund and Janet Wicks in 1942 as a reserve. The Wicks ’selected’ their land in 1873. Edmund died in 1880.  ,-37.85645676,145.32071114
